"director","title_count"
"Charlie Haskell, Koichi Sakamoto","1"
"Evgeny Afineevsky","1"
"Michael Gallagher","1"
"Kevin Booth, David Johndrow","1"
"Jeffrey C. Bell","1"
"Raj Khosla","1"
"Navdeep Singh","1"
"Phil Joanou","1"
"Steven Fine","1"
"Amir Mohiuddin","1"
"James Hawes","1"
"Balu Mahendra","1"
"Kevin Reynolds","1"
"Richie Smyth","1"
"Michelle Esrick","1"
"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer","1"
"Kevan Peterson","1"
"Nicholaus Goossen","1"
"Will Lockhart, Cole D. Pruitt","1"
"Iñaki Dorronsoro","1"
"Jarrad Paul, Andrew Mogel","1"
"Wally Pfister","1"
"Chris Miller","1"
"Peter Middleton, James Spinney","1"
"Jennifer Beamish, Toby Trackman","1"
"Shanker Raman","1"
"Sibusiso Khuzwayo","1"
"Hideaki Anno, Kazuya Tsurumaki","1"
"Matthew Ross","1"
"Karim Amer, Jehane Noujaim","1"
"Ryan Koo","1"
"Kelly Reichardt","1"
"Corey Yuen","1"
"Shweta Basu Prasad","1"
"Steve Race","1"
"Fritz Böhm","1"
"Steve Ball, Andrew Duncan","1"
"Marcos Bucay","1"
"Emanuel Hoss-Desmarais","1"
"White Trash Tyler","1"
"Charlie Siskel","1"
"Tom Fassaert","1"
"Raj Kaushal","1"
"Ira Sachs","1"
"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath","1"
"C. Fitz","1"
"Ana Quiroga","1"
"B. Unnikrishnan","1"
"Akashdeep","1"
"Marita Grabiak","1"
"Benjamin Ree","1"
"Marco Dutra","1"
"Riccardo Pilizzeri","1"
"Kim Dong-kyu","1"
"Gerry Hoban","1"
"Manuel Martín Cuenca","1"
"Alexandre Aja","1"
"Hassan Hegazy, Shady Ali","1"
"Bryce Wagoner","1"
"Barbara Białowąs, Tomasz Mandes","1"
"Hitoshi Namba","1"
"Charlie Kaufman","1"
"Mel Smith","1"
"Uwe Boll","1"
"R. Balki","1"
"Beyoncé Knowles-Carter","1"
"Dharmendra Suresh Desai","1"
"J. Davis","1"
"Nicolas Brossette","1"
"Ivona Juka","1"
"Suparn Verma","1"
"Ralph Macchio","1"
"Paul Solet, Rick Benattar","1"
"Brian A. Miller","1"
"John Lee","1"
"Roger Gual","1"
"Maïwenn","1"
"Salmeen AlMurry Amer","1"
"Michael M. Scott","1"
"Sabal Singh Shekawat","1"
"Daniel Wilner","1"
"Pailin Wedel","1"
"Gilbert Chan","1"
"Ibai Abad","1"
"Martin Hodara","1"
"Jeannie Gaffigan","1"
"Eric Bross","1"
"Pavel Kostomarov","1"
"Faris Godus","1"
"Jani Lachauer, Jakob Schuh","1"
"Daniel Noah","1"
"Daniel Raim","1"
"Eric Stoltz","1"
"Kasper Barfoed","1"
"Bernard Rose","1"
"Huang Jianming","1"
"Anthony Chan","1"
"Yanyong Kuruaungkoul","1"
"Brent Bonacorso","1"
"Agasyah Karim, Khalid Kashogi","1"
"Kim Joo-hyung","1"
"Susanne Bier","1"
"Brett Whitcomb","1"
"Stacy Title","1"
"Rob LaDuca, Robert C. Ramirez","1"
"Stuart Rosenberg","1"
"Susan Glatzer","1"
"Andrea Molaioli","1"
"Joseph Ruben","1"
"Emma Hatherley","1"
"Rich Ragsdale","1"
"Abhijeet Deshpande","1"
"Heidi Saman","1"
"Michael Barrett","1"
"Nick Moore","1"
"Amara Cash","1"
"Juan Antin","1"
"Neil Rawles","1"
"Glenn Miller","1"
"Kunal Kohli","1"
"Mark Lewis","1"
"Chris Jenkins","1"
"Deepti Naval","1"
"Sidheswar Shukla, Asit Mohapatra","1"
"Harjit Singh","1"
"Juan Antonio de la Riva","1"
"Timothy Reckart","1"
"Nisheeta Keni","1"
"Deniz Gamze Ergüven","1"
"Nora Twomey","1"
"Jason Cohen","1"
"Charlotte Zwerin","1"
"Cate Shortland","1"
"Jason Spingarn-Koff","1"
"Bette Gordon","1"
"Marwan Hamed","1"
"Kaila York","1"
"Steve Sacks","1"
"Amit Saxena","1"
"Christian Gudegast","1"
"Haruka Fujita","1"
"Craig Moss","1"
"William Wyler","1"
"Wendy Jo Carlton","1"
"Bobby Roth","1"
"Gangadhar Salimath","1"
"Bert Marcus, Cyrus Saidi","1"
"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","1"
"Aatmaram Dharne","1"
"John Papola","1"
"Sudesh Manjrekar","1"
"Kevin Derek","1"
"Gillian Armstrong","1"
"Guntur Soeharjanto","1"
"Jeeva","1"
"Jung-woo Park","1"
"Bartosz M. Kowalski","1"
"Ui-seok Jo","1"
"Philippa Lowthorpe","1"
"Edward Zwick","1"
"Michael Carney","1"
"Daniel Burman","1"
"Joseph Cross","1"
"Bryn Evans","1"
"Peter DeLuise","1"
"Griffin Dunne","1"
"Aaron Burns","1"
"Abby Epstein","1"
"Stefan Aust, Dirk Laabs","1"
"Roberta Grossman, Sophie Sartain","1"
"Fabio Grassadonia, Antonio Piazza","1"
"Stuart Sender","1"
"Gafoor Y. Elliyaas","1"
"K. Subhash","1"
"Nicolas Winding Refn","1"
"Ludovico Di Martino","1"
"Sohail Khan","1"
"David Silberg","1"
"Garry Marshall","1"
"Robbie Grewal","1"
"Anita Udeep","1"
"Juliet May","1"
"Gary Stretch","1"
"David Benioff, D.B. Weiss","1"
"Reem Kherici","1"
"Evan Spiridellis, Jeff Gill","1"
"Thomas Sorriaux","1"
"Felix Starck","1"
"Stefano Sollima","1"
"Gautier & Leduc","1"
"Kevin Peeples","1"
"Çagan Irmak","1"
"Sam Upton","1"
"Jordana Spiro","1"
"Denis Hennelly, Casey Suchan","1"
"Oriol Paulo","1"
"Hubert Woroniecki","1"
"Antonio Díaz","1"
"Sinan Akkuş","1"
"Eric Drath","1"
"Francis Lee","1"
"Nora Fingscheidt","1"
"Scott Marshall Smith","1"
"Anthony Russo, Joe Russo","1"
"Mohamed Diab","1"
"Emil Ben-Shimon","1"
"Reiner Holzemer","1"
"John Maclean","1"
"Kasra Farahani","1"
"Lucas Santa Ana","1"
"Ashim Ahluwalia","1"
"Almunsif Alsuwaisi","1"
"Jill Bauer, Ronna Gradus","1"
"Matthew Hope","1"
"Soham Shah","1"
"Prime Cruz","1"
"John Whitesell","1"
"André Odendaal, Johan Vorster","1"
"Sean Anders","1"
"Colin Minihan","1"
"Pamela Romanowsky","1"
"Natasha Lyonne","1"
"Joe Murray, Cosmo Segurson","1"
"Gary Andrews","1"
"Van M. Pham","1"
"Tim Neeves","1"
"Shamzu Zayba","1"
"Mark Dennis, Ben Foster","1"
"Max Martini","1"
"Toby Haynes","1"
"Partho Sen-Gupta","1"
"Danny Leiner","1"
"Ildiko Enyedi","1"
"Antoni Krauze","1"
"Irek Dobrowolski","1"
"Betty Thomas","1"
"Maya Gallus","1"
"Coodie, Chike","1"
"Brian Henson","1"
"David Gelb","1"
"Joe Lynch","1"
"Steve Boettcher","1"
"Adam Wood","1"
"Will Lovelace, Dylan Southern","1"
"Juan Camilo Pinzon","1"
"Halitha Shameem","1"
"Sedat Kirtan, Kubilay Sarikaya","1"
"Louise Wardle","1"
"Benny Fredman","1"
"Kees Van Oostrum","1"
"Elliot Silverstein","1"
"Amarjit Virdi","1"
"Jonathan Hensleigh","1"
"Jorge M. Fontana","1"
"Brett Ratner","1"
"Benjamin Turner, Gabe Turner","1"
"Kris Pearn","1"
"Danish Aslam","1"
"Ticoy Rodriguez","1"
"Suseenthiran","1"
"Chris Eigeman","1"
"Mike Binder","1"
"Jesse Warn","1"
"J.M. Berrios","1"
"Alexandra Dean","1"
"Andrucha Waddington, Pedro Waddington","1"
"Faraday Okoro","1"
"Rob McKittrick","1"
"Otilia Portillo Padua","1"
"Maz Jobrani","1"
"Maria Burton","1"
"Alex Smith, Andrew J. Smith","1"
"Cavi Borges, Luciano Vidigal","1"
"Marc Fouchard","1"
"Gil Kenan","1"
"Tanveer Khan","1"
"Woo Min-ho","1"
"Tomer Heymann","1"
"Vijay Maurya","1"
"Cal Saville","1"
"Onur Bilgetay","1"
"Jean-Bernard Marlin","1"
"Ayman Makram","1"
"Andres Clariond","1"
"Andy Serkis","1"
"Dylan C. Brown","1"
"Vikramaditya Motwane, Anurag Kashyap","1"
"Leo Riley, Eric Radomski","1"
"Ofir Raul Graizer","1"
"Katherine Dieckmann","1"
"James Marsh","1"
"Emilio Martínez Lázaro","1"
"Eric Khoo","1"
"Nathan Morlando","1"
"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","1"
"Cody Cameron, Kris Pearn","1"
"David Grossman","1"
"Sherif Mandour","1"
"Benjamin Weill","1"
"Selvamani Selvaraj","1"
"Prasobh Vijayan","1"
"Barbara Kopple","1"
"Kyoko Miyake","1"
"Ziggy Hofmeyr","1"
"Frank Ariza","1"
"Neil LaBute","1"
"Dan Forgione, Pete Jacobs, Matt Whitlock","1"
"Ken Burns, Artemis Joukowsky","1"
"Dava Whisenant","1"
"Johanna Demetrakas","1"
"Jeff Stilson","1"
"Chris Baugh","1"
"Raymond McGrath","1"
"Aniedi Anwah","1"
"Dustin McKenzie","1"
"Akin Omotoso","1"
"Mario Cambi","1"
"Drew Casson","1"
"You-Jeong Chang","1"
"Sukum Maetawanitch","1"
"Sam Irvin","1"
"Mark A.Z. Dippé, Eondeok Han","1"
"Amar Kaushik","1"
"Adrien Lagier, Ousmane Ly","1"
"Page Hurwitz","1"
"Ben Ryder","1"
"Scott Mosier, Yarrow Cheney","1"
"Roy Allen Smith","1"
"Jon Manning","1"
"Manop Janjarasskul","1"
"Jon Watts","1"
"Don Omope","1"
"Greg Whiteley","1"
"Judah Friedlander","1"
"Roy Burdine, Johnny Castuciano","1"
"Samar Khan","1"
"Uttung Shelar","1"
"Yayo Herrero","1"
"John L. Spencer","1"
"Alfonso Arau","1"
"Andrew Lau Wai-Keung, Andrew Loo","1"
"Carlos Vermut","1"
"Jean-François Richet","1"
"Vincent Perez","1"
"Nam Ron","1"
"Otoja Abit","1"
"Christopher Nolan","1"
"Anjum Shahzad","1"
"Tanawat Aiemjinda","1"
"Rhiannon Bannenberg","1"
"Sanjay Patel","1"
"Dustin McKenzie, Steve Sacks","1"
"Rashida Jones, Alan Hicks","1"
"Craig Gillespie","1"
"Stephanie Zwane","1"
"Kirati Nakintanon","1"
"Richard Attenborough","1"
"Sameer Patil","1"
"Theodore Witcher","1"
"Francisco Macri","1"
"Tolu Awobiyi","1"
"Frank Simon","1"
"Pramod Pawar","1"
"Arun Vaidyanathan","1"
"Destin Daniel Cretton","1"
"N.D. Wilson","1"
"Muh Chen","1"
"Heitor Dhalia","1"
"Michael Doneger","1"
"Natalia Garagiola","1"
"Kelly Duane de la Vega","1"
"Roger Allers, Jill Culton","1"
"Oliver Frampton","1"
"Benoît Jacquot","1"
"William Kaufman","1"
"Agnidev Chatterjee","1"
"TJ Sullivan, Greg Rankin","1"
"Jerry Rothwell","1"
"Ludovic Bernard","1"
"Mark Ritchie","1"
"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice","1"
"Toyin Abraham","1"
"Mark Waters","1"
"Hong Won-ki","1"
"Everardo Gout","1"
"Fred M. Wilcox","1"
"Jennifer Westcott","1"
"Patricia Ferreira","1"
"Simon Frederick","1"
"Anurag Singh","1"
"Eugenio Derbez","1"
"John Carchietta","1"
"Phillip Youmans","1"
"Alex Gibney","1"
"Gil Baroni","1"
"Michael G. Kehoe","1"
"Abhay Chopra","1"
"Lilly Wachowski, Lana Wachowski, Tom Tykwer","1"
"Douglas McGrath","1"
"Aitor Arregi, Jon Garaño","1"
"Ringo Lam","1"
"Steve Barron","1"
"Lyric R. Cabral, David Felix Sutcliffe","1"
"Floyd Russ","1"
"Tony Elliott","1"
"Eric Darnell, Simon J. Smith","1"
"Lance Daly","1"
"Jesús Torres Torres","1"
"John Curran","1"
"Bunmi Ajakaiye","1"
"Rohena Gera","1"
"David Fairhead","1"
"Ísold Uggadóttir","1"
"Matt Kay","1"
"Daniel Mann, Joseph Sargent","1"
"John Edginton","1"
"Ola Flyum, David Hebditch","1"
"Stephanie Laing","1"
"Rowan Athale","1"
"Jehane Noujaim","1"
"Kief Davidson","1"
"Damien Leone","1"
"Brendan Toller","1"
"Sue Ding","1"
"Dhilip Kumar","1"
"Robert Cannan, Ross Adam","1"
"Sudesh Manjrekar, Atul Kale","1"
"Byun Hyuk","1"
"Peter McDonnell","1"
"Wong Kar Wai","1"
"Devika Bhagat","1"
"A. Salaam","1"
"Hatem Khraiche","1"
"Ulrike Kofler","1"
"Anand Tucker","1"
"Todor Chapkanov","1"
"Atsajun Sattakovit","1"
"Rik Reinholdtsen","1"
"Randa Chahal Sabbag","1"
"Gaurav Narayanan","1"
"Amit Barot","1"
"David Sampliner","1"
"Marta Jaenes, Rosa Márquez","1"
"Joey Kern","1"
"Chayanop Boonprakob","1"
"Pablo Stoll, Juan Pablo Rebella","1"
"Andrew Bergman","1"
"Kirby Dick","1"
"Kevin Bray","1"
"Saurabh Kabra","1"
"Alex Timbers","1"
"Daniel J. Clark","1"
"Elsa Flores Almaraz, Richard J Montoya","1"
"Peter Chelsom","1"
"Michael Samuels","1"
"Tim Johnson","1"
"K. Ramanlal","1"
"Cho Il","1"
"Sean Menard","1"
"Robert Eagar","1"
"David France","1"
"Benson Lee","1"
"Mat King","1"
"Juan Zapata","1"
"John R. Leonetti","1"
"Richard LaGravenese","1"
"Marja Lewis Ryan","1"
"Filip Renc","1"
"Kevin Hooks","1"
"Walter Taylaur","1"
"Johannes Roberts","1"
"Buddhadev Dasgupta","1"
"Franck Ribière","1"
"Gagan Puri","1"
"Stephen Cone","1"
"Atlee Kumar","1"
"Christian De Vita","1"
"Laura Brownson","1"
"Piti Jaturaphat","1"
"Pat Healy","1"
"Gurinder Chadha","1"
"Julien Christian Lutz","1"
"Frank Capra","1"
"Jordan Ross","1"
"Seth Henrikson","1"
"Brandon Dickerson","1"
"Ossama Abu El Atta, Tarek Al Eryan","1"
"Erik White","1"
"Luc Besson","1"
"Alex Timbers, Sam Wrench","1"
"Robyn Butler","1"
"Rod Blackhurst, Brian McGinn","1"
"Hark Tsui","1"
"Nicholas Ray","1"
"Lana Wilson","1"
"Paul Krüger, Anél Stolp","1"
"Will McCormack, Michael Govier","1"
"Amy Segal","1"
"Gail Willumsen","1"
"Ramsey Nouah","1"
"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon","1"
"Joe Piscatella","1"
"Michael Mazzola","1"
"Mark Helenowski, Kevin Pang","1"
"Atharv Baluja","1"
"Lonny Price","1"
"Oliver Schmitz","1"
"Mark Landre Gould","1"
"Ben A. Williams","1"
"Chris Nelson","1"
"Roy Poortmans","1"
"Gary Cohen, Ross Hockrow","1"
"Harvey Glazer, Stuart Stone","1"
"Shannon Hartman, Michelle Caputo","1"
"Pradeep Verma","1"
"Phil Sgriccia","1"
"Curro Velázquez","1"
"Sam Rega","1"
"Chanon Yingyong, Phuwanit Pholdee","1"
"Clay Porter","1"
"John Wells","1"
"Robert Berlinger","1"
"Richard Brooks","1"
"Joachim Rønning, Espen Sandberg","1"
"Raam Reddy","1"
"Vipin Parashar","1"
"Ellen Page, Ian Daniel","1"
"Ahmed El Gendy","1"
"Awi Suryadi","1"
"April Mullen","1"
"Vikram Pradhan","1"
"Ali Samadi Ahadi","1"
"Han Han","1"
"Mrighdeep Singh Lamba","1"
"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa","1"
"Michael Roberts","1"
"Kwabena Gyansah","1"
"David Marmor","1"
"Paul Feig","1"
"Tugçe Soysop","1"
"Hao Wu","1"
"Swapnaneel Jayakar","1"
"Benny Fine","1"
"Benjamin Dickinson","1"
"Elle-Máijá Tailfeathers, Kathleen Hepburn","1"
"Kenneth Gyang","1"
"Jenée LaMarque","1"
"Saheed Arafath","1"
"Victoria Bromley","1"
"Jake Szymanski","1"
"Mario Rouleau","1"
"Stefano Lodovichi","1"
"Nopparoj Chotmunkongsit","1"
"Adam Collins, Luke Radford","1"
"Federico D'Alessandro","1"
"Tamer Bassiouni","1"
"Alexandre Espigares","1"
"Ah Loong","1"
"John H. Lee","1"
"David Lam","1"
"Jon Turteltaub","1"
"Carlo Padial","1"
"Jay Karas, Demetri Martin","1"
"Hanung Bramantyo, Meisa Felaroze","1"
"B.N. Shajeer Sha","1"
"Peter Farrelly, Bobby Farrelly","1"
"Saket Behl","1"
"Sammaria Sari Simanjuntak","1"
"Roger Donaldson","1"
"Travis Zariwny","1"
"Ian Barber","1"
"Derek Peck","1"
"S.A. Zaidi","1"
"Aziz Ansari","1"
"Daniel Joseph","1"
"David Lean","1"
"Chiwetel Ejiofor","1"
"Radhu Karmakar","1"
"Richard Gabai","1"
"Joseduardo Giordano, Sergio Goyri Jr.","1"
"Benjamin Turner","1"
"Richard Donner","1"
"Karl Mueller","1"
"Gerard Barrett","1"
"Dean Wright","1"
"Ben Kasulke","1"
"John Ridley","1"
"Nikkhil Advani","1"
"Maria Sadowska","1"
"Sergio Barrejón","1"
"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo","1"
"Amanda Raymond","1"
"Steven R. Monroe","1"
"Chi Keung Fung","1"
"James Mangold","1"
"Christopher Chambers","1"
"Sam Dunn, Scot McFadyen","1"
"Devin Chanda","1"
"Daniel Goldhaber","1"
"Jennifer Siebel Newsom","1"
"Grant Korgan, Brian Niles","1"
"Dani Levy","1"
"Jennie Livingston","1"
"Kirsten Johnson","1"
"Martin Wood","1"
"Fredric Lean","1"
"LP","1"
"John Suits","1"
"Shaun Mir","1"
"Jay Surridge","1"
"Icíar Bollaín","1"
"Alex Ranarivelo","1"
"Laura Mañá","1"
"Abhishek Saxena","1"
"Andreas Pichler","1"
"Jim Strouse","1"
"Walerian Borowczyk","1"
"Tom Edmunds","1"
"Ester Gould, Reijer Zwaan","1"
"Fellipe Barbosa","1"
"Oren Peli","1"
"Johnny Breedt","1"
"Ziga Virc","1"
"Peter Webber","1"
"Jorge Michel Grau","1"
"Angshuman Ghosh","1"
"Chandra Prakash Dwivedi","1"
"Jason Moore","1"
"Biodun Stephen","1"
"Seth Gordon","1"
"Hidetaka Inazuka","1"
"Kyle Rankin","1"
"Umer Adil","1"
"Anna Stone","1"
"Guy Vasilovich","1"
"Robbie Countryman","1"
"Olaf de Fleur","1"
"James Ivory","1"
"Albert Sharpe","1"
"Levan Gabriadze","1"
"Raaghav Dar","1"
"Kader Aoun","1"
"Riki Lindhome, Jeremy Konner","1"
"Todd Haynes","1"
"Sachin Kundalkar","1"
"Alex Díaz","1"
"Jorge Granier","1"
"Fuwad Khan","1"
"Hussein El Ansary","1"
"Alina Teodorescu","1"
"Josh Webber","1"
"Chi Fat Chan","1"
"Dash Shaw","1"
"Gregg Bishop","1"
"Rudradeep Bhattacharjee","1"
"Tanuj Chopra","1"
"Jennifer Baichwal, Nicholas de Pencier","1"
"Richard Laxton","1"
"Ry Russo-Young","1"
"Jill Bauer, Ronna Gradus, Rashida Jones","1"
"Avgousta Zourelidi","1"
"James Bamford","1"
"David Pablos","1"
"Leslye Davis, Catrin Einhorn","1"
"Gastón Duprat","1"
"Maciej Dejczer","1"
"Rachel Mason","1"
"Murat Kepez","1"
"Felix Thompson","1"
"Owen Egerton","1"
"Fred Olen Ray","1"
"Michael Mayer","1"
"J.D. Dillard","1"
"Sarah Smith","1"
"Kunihiko Yuyama, Motonori Sakakibara","1"
"David Lowery","1"
"Onur Ünlü","1"
"Wagner de Assis","1"
"James D. Stern, Fernando Villena","1"
"Keith Malloy","1"
"Mercedes Cordova","1"
"Arjun Jandyala","1"
"Supavitra Babul","1"
"Li Pei-Chuan","1"
"Ekachai Uekrongtham","1"
"Mariano Baez","1"
"Kim Sung-hoon","1"
"Jennifer Lynch","1"
"Theo Love","1"
"Baz Luhrmann","1"
"Kitty Green","1"
"Lana Wachowski, Lilly Wachowski","1"
"Ken Burns, Lynn Novick","1"
"Raoul Peck","1"
"Sukhbir Singh","1"
"Wim Wenders","1"
"Tamas Yvan Topolanszky","1"
"Danny Cannon","1"
"Julius R. Nasso","1"
"Alejandro Doria","1"
"Jang Jae-hyun","1"
"Ahmed Yousry, Hazem Fouda","1"
"Jason Lai","1"
"Zack Snyder","1"
"Tathagata Banerjee","1"
"Jarand Herdal","1"
"Eric Idle","1"
"Selçuk Aydemir, Birkan Pusa","1"
"Ramzy Bedia, Éric Judor","1"
"Samir Soni","1"
"Joanna Lombardi, Bruno Ascenzo","1"
"Rebecca Johnson","1"
"Fritz Ofner","1"
"Mina Shum","1"
"Liv Ullmann","1"
"Don Bluth, Gary Goldman, Dan Kuenster","1"
"Jaivi Dhanda","1"
"Roger Young","1"
"Krishna Vamshi","1"
"Dileep Narayanan","1"
"Avinash Walzade","1"
"Michael Larnell","1"
"Kenny Ortega","1"
"Jay Lyons","1"
"Ken Hughes","1"
"Natalia Valdebenito","1"
"John Bridcut","1"
"Hallvard Bræin","1"
"Tommy Wirkola","1"
"Jesse V. Johnson, Jesse Johnson","1"
"David Chirchirillo","1"
"Jon J. Whelan","1"
"Logan Kibens","1"
"Peter Ramsey, Rodney Rothman, Bob Persichetti","1"
"Vishnu Govindhan","1"
"Marty Stalker","1"
"Jasbir Bijendra Bhati","1"
"Kasper Collin","1"
"Yoo Byung-jae","1"
"Lygia Barbosa da Silva, Eliane Brum","1"
"Paritosh Painter","1"
"Mark Thornton, Todd Kauffman","1"
"Darragh O'Connell","1"
"Nick Gomez","1"
"Brendan Byrne","1"
"Mitch Dickman","1"
"Carla Barros","1"
"Alessandro Pepe","1"
"M.J. Bassett","1"
"Ali Bin Matar, Ibrahim Bin Mohamed","1"
"Marcos Carnevale","1"
"Eduardo Pinto","1"
"Manav Shah","1"
"Debamitra Biswal","1"
"Pawan Kripalani","1"
"Chandran Narikode","1"
"Phil Burgers","1"
"Zatella Beatty","1"
"Rob W. King","1"
"Pali Yahya","1"
"Jennifer Kaytin Robinson","1"
"José Larraza, Marc Pons","1"
"John Upchurch","1"
"Kitaro Kosaka","1"
"Aamir Khan","1"
"Waymon Boone","1"
"Roger Graef, James Rogan","1"
"Adam Dubin","1"
"Trudie Styler","1"
"Steve Bencich","1"
"Adele K. Thomas, Richard Bailey","1"
"Maya Zinshtein","1"
"Josh Greenbaum","1"
"Krish","1"
"Kyle Newman","1"
"Wolfgang Petersen","1"
"Jaki Bradley","1"
"Melinda Janko","1"
"Cyrus Nowrasteh","1"
"Victor Dal Chele, Alfred Gimeno","1"
"Anand Ravichandran","1"
"Terry Hughes, Ian MacNaughton","1"
"Choi Jin-seong","1"
"Lars Büchel","1"
"Zack Whedon","1"
"Sam Wrench","1"
"Matthew Salleh","1"
"Robert Clouse","1"
"Pedro Flores Maldonado","1"
"Jim Hosking","1"
"Rebecca Harrison","1"
"Hiromasa Yonebayashi","1"
"Vijay Kumar Arora","1"
"Michelle Johnston","1"
"Henry Sarwer-Foner","1"
"Daniel Effiong","1"
"Ravi Babu","1"
"Mark A.Z. Dippé","1"
"Grand Corps Malade, Mehdi Idir","1"
"Hari Nath","1"
"Na Hyeon","1"
"Burr Steers","1"
"Stephen Hopkins","1"
"Sanjay Soorkar","1"
"Akram Farouk","1"
"Christopher Louie","1"
"Zakariya","1"
"Christopher Cain","1"
"Perci Intalan","1"
"Prakash Balwant Saini","1"
"Takuya Igarashi","1"
"Deane Taylor","1"
"Tim Hill","1"
"Sabir Khan","1"
"Bryan Bertino","1"
"Steve Rash","1"
"Chairun Nissa","1"
"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","1"
"Andrew Douglas","1"
"Vir Das, Ajay Bhuyan","1"
"Mark Neveldine","1"
"Laura Alvea, José Ortuño","1"
"John Patrick Shanley","1"
"Eric Aghimien","1"
"Richard Miron","1"
"Adam Alleca","1"
"Dylan Howitt","1"
"Dennis Bartok","1"
"Shammi Kapoor","1"
"Karey Kirkpatrick","1"
"Michael Paul Stephenson","1"
"Will Forbes","1"
"Anggy Umbara","1"
"Reinhard Klooss","1"
"David LaChapelle","1"
"Myles Kane, Josh Koury","1"
"Fred Durst","1"
"Julio Fernández Talamantes","1"
"Marie Madinier","1"
"Wilson Coneybeare","1"
"Gonzalo Bendala","1"
"Lynn Novick","1"
"Dennis Rovira van Boekholt","1"
"Brendon Marotta","1"
"Vincent Kok","1"
"Dana Doron, Uriel Sinai","1"
"Olivier Afonso","1"
"Anant Balani","1"
"Kyle Patrick Alvarez","1"
"David L. Cunningham","1"
"Jeff Wadlow","1"
"Hani Al-Shaibani","1"
"Mark O'Connor","1"
"Josiah Ng","1"
"Moto Sakakibara","1"
"Ana Lily Amirpour","1"
"Ed Perkins","1"
"David Soren","1"
"Sam Voutas","1"
"Magdy Al-Hawwary","1"
"John Lyde","1"
"Pascale Lamche","1"
"Yasir Nawaz","1"
"Raj Amit Kumar","1"
"Neslihan Yesilyurt","1"
"Milind Dhaimade","1"
"Shoojit Sircar","1"
"Müfit Can Saçıntı","1"
"Neville Shah","1"
"Bryan Singer","1"
"Adam Marino","1"
"Frank E. Abney III","1"
"Luis Javier M. Henaine","1"
"Pablo Aulita","1"
"Guillermo Garcia, David Cantolla","1"
"Yee Tung-Shing","1"
"Dito Montiel","1"
"David 'Tosh' Gitonga, Michael Jones","1"
"A. Raajdheep","1"
"Kunihiko Yuyama","1"
"Philip G. Atwell","1"
"Michel Hazanavicius","1"
"Tanuj Bhramar","1"
"Sujeeth","1"
"Alejandro G. Iñárritu","1"
"Alison E. Rose","1"
"Samuel Jouy","1"
"Anik Datta","1"
"David Palmer, Dax Shepard","1"
"Faozan Rizal","1"
"Paul Reubens, Wayne Orr","1"
"Francesco Carrozzini","1"
"B. Subhash","1"
"John Trengove","1"
"James L. Brooks","1"
"Guillermo de Oliveira","1"
"Shikha Makan","1"
"Mike Fetterly, Steve Sacks","1"
"Rikhil Bahadur","1"
"Johnson Esthappan","1"
"Arnab Chaudhuri","1"
"Michael Buster","1"
"Sridhar Jetty","1"
"Mozez Singh","1"
"Lev L. Spiro","1"
"Víctor García","1"
"John Mikulak, Joshua Brown","1"
"Renata Terra","1"
"Kanika Batra","1"
"Robert Tate","1"
"Su I-Hsuan, Chuang Shiang-an, Liu Yi","1"
"Sandeep Chatterjee","1"
"Ajay Phansekar","1"
"Ignacio López Escrivá","1"
"Oskar Santos","1"
"Gavin O'Connor","1"
"Diego Kaplan","1"
"Andy Delaney, Monty Whitebloom","1"
"Hua Shan","1"
"Kittiphak Thonguam","1"
"Adam Randall","1"
"Peter Lord, Jeff Newitt","1"
"Dhanush","1"
"Brett Harvey","1"
"Billy Lyons","1"
"Sudip Bandyopadhyay","1"
"Orson Welles","1"
"Ayumu Watanabe","1"
"Vijay Lalwani","1"
"Vishal Mahadkar","1"
"Khaled Youssef","1"
"Sopon Sukdapisit","1"
"Attila Till","1"
"Alma Har'el","1"
"Jérémy Clapin","1"
"Gabriela García Rivas","1"
"Kavi Raz","1"
"Aaron Lieber","1"
"Giulia Clark","1"
"Mohamed Khan","1"
"Sam Macaroni","1"
"Simon Napier-Bell","1"
"Miriam Chandy Menacherry","1"
"Ian Samuels","1"
"Adam B. Stein, Zach Lipovsky","1"
"Victor Zarcoff","1"
"Lee Jeong-beom","1"
"Greg Coolidge","1"
"Louis J. Horvitz","1"
"Kanwal Sethi","1"
"Jean-Pierre Dardenne, Luc Dardenne","1"
"Emcy Joseph","1"
"Mandla Dube","1"
"Coerte Voorhees, John Voorhees","1"
"Zach Clark","1"
"Mel Stuart","1"
"Adarsh Eshwarappa","1"
"Michael Blieden","1"
