"director","title_count"
"James Mather, Steve Saint Leger","1"
"Jitendra Tiwari, Pranav Singh","1"
"Le Van Kiet","1"
"Cody Stokes","1"
"Paulo Oriol","1"
"Anne Fletcher","1"
"Ganesh Kadam","1"
"Nuel Naval","1"
"Anders Sømme Hammer, Marius Arnesen, Klaus Erik Okstad, Olav Njaastad","1"
"Saandeep Patel","1"
"Nishanth Ravindaran, Jathin Sanker Raj","1"
"Bryan Buckley","1"
"Cary Murnion, Jonathan Milott","1"
"Remy Kohli","1"
"Josh Z. Weinstein, Joshua Z. Weinstein","1"
"John Scheinfeld","1"
"Paul Serafini","1"
"Mark Williams","1"
"Maris Curran","1"
"Fred Wolf","1"
"Chun Wong","1"
"Udai Singh Pawar","1"
"Robert Townsend","1"
"Ann Deborah Fishman","1"
"William H. Macy","1"
"Sydney Sibilia","1"
"Andrew Bujalski","1"
"Todd Kauffman, Mark Thornton","1"
"Kevin Phillips","1"
"Joe Dietsch, Louie Gibson","1"
"Lucien Jean-Baptiste","1"
"Jean-Loup Felicioli, Alain Gagnol","1"
"Bassam Kurdali","1"
"Rob Zombie","1"
"Ben Younger","1"
"Michael Pressman","1"
"Aaron Nee, Adam Nee","1"
"Lasse Hallström, Joe Johnston","1"
"Tony Leondis","1"
"Ritu Sarin, Tenzing Sonam","1"
"Sidharth Malhotra","1"
"Jorge Hernandez Aldana","1"
"Anjali Nayar","1"
"Lee Fulkerson","1"
"Al Campbell, Alice Mathias","1"
"Jordan Brady","1"
"Sanjay Leela Bhansali","1"
"Ruchi Narain","1"
"Howard Zieff","1"
"Vincente Minnelli, Charles Walters","1"
"Anil Sharma","1"
"Avinash Arun","1"
"Desingh Periyasamy","1"
"Harvey Lilley","1"
"Mark Franchetti, Andrew Meier","1"
"Ed Lilly","1"
"Ryu Jung-woo","1"
"Javier Ambrossi, Javier Calvo","1"
"Jeremiah Jones","1"
"Deepika Narayan Bhardwaj","1"
"Sharmeen Obaid-Chinoy","1"
"Chris Rock","1"
"Jun-seong Kim","1"
"Laurent Bouzereau","1"
"Bruce Gowers","1"
"Alex Infascelli","1"
"Paul Dano","1"
"Prem Soni","1"
"Jim Monaco","1"
"Dennis Iliadis","1"
"Harry Chaskin","1"
"Huang Lei","1"
"Robert Kouba","1"
"Kevin Pollak","1"
"Ramesh Talwar","1"
"Adrian Murray","1"
"Rarecho","1"
"Madonna","1"
"Indrasis Acharya","1"
"Ertanto Robby Soediskam","1"
"Chris Bell, Josh Alexander, Greg Young","1"
"Madeleine Parry","1"
"Eric Goode, Rebecca Chaiklin","1"
"Simranjit Singh Hundal","1"
"Andy Goddard","1"
"Yibrán Asuad","1"
"Mamat Khalid","1"
"Brent Maddock","1"
"Esteban Crespo","1"
"Michael Epstein","1"
"David Allensworth, Monière","1"
"Billy Corben","1"
"Mike Ezuruonye","1"
"Michael Polish","1"
"Jay Russell","1"
"Jimmy Henderson","1"
"Christel Gibson","1"
"Simon Baker","1"
"Chandan Arora","1"
"Greg Richardson","1"
"Carlos Marques-Marcet","1"
"Martin Lawrence","1"
"Christian Alvart","1"
"Jagdeep Sidhu","1"
"Sean Olson","1"
"Isaki Lacuesta, Isa Campo","1"
"Steven Zaillian","1"
"Aijaz Khan","1"
"Katherine Fairfax Wright","1"
"Ajithkumar","1"
"David Salzberg, Christian Tureaud","1"
"Denny Lu, Mike Myhre","1"
"Pablo Parés","1"
"Paco Arango","1"
"Kevin R. Adams, Joe Ksander","1"
"Arthur Muhammad","1"
"Kieran Darcy-Smith","1"
"Syed Atif Ali","1"
"Wojciech Marczewski","1"
"Kief Davidson, Pedro Kos","1"
"Rahul Dholakia","1"
"Jonathan Helpert","1"
"Adekunle Nodash Adejuyigbe","1"
"Gideon Raff","1"
"Takeshi Fukunaga","1"
"Jonathan Sobol","1"
"Sudha Kongara, Vignesh Shivan, Gautham Vasudev Menon, Vetri Maaran","1"
"Francis Ford Coppola","1"
"Rene Bueno","1"
"Vijay S. Bhanushali","1"
"Sarah Holt","1"
"Gordon Anderson","1"
"Abbas Mustan","1"
"Meng Hua Ho","1"
"Genndy Tartakovsky","1"
"Russell Crowe","1"
"Garin Nugroho","1"
"Grant Singer","1"
"Abu Bakr Shawky","1"
"Basava Shankar Eeday","1"
"Rachel Lears","1"
"Anne Fontaine","1"
"Amber Tamblyn","1"
"Amanda Micheli","1"
"Hideaki Anno","1"
"Ian Nelms, Eshom Nelms","1"
"Sydney Freeland","1"
"Raffi Ahmad, Arie Azis","1"
"Robin Aubert","1"
"Mat Whitecross","1"
"Michael Anderson","1"
"Guilherme Fontes","1"
"Geun-hyun Cho","1"
"Alexandre Heboyan, Benoît Philippon","1"
"Bradley Walsh","1"
"Fernando Moro","1"
"Alphonso J. Wesson","1"
"Salim Akil","1"
"Rami Hachache","1"
"Kireet Khurana, Padmakumar Narasimhamurthy","1"
"Ali Taner Baltacı, Cem Yılmaz","1"
"Maha Venkatesh","1"
"Mathias Malzieu, Stéphane Berla","1"
"Syrine Boulanouar, Nekfeu","1"
"Kristina Goolsby, Ashley York","1"
"Tope Alake","1"
"Pablo D'Alo Abba","1"
"Mohammed Hussain","1"
"Fernando Colomo","1"
"Kaizad Gustad","1"
"Peter Nicks","1"
"Chris Buck, Kevin Lima","1"
"Tony Giglio","1"
"Emily Hagins","1"
"Susan Lambert, Stefan Moore","1"
"Graham Townsley","1"
"Arun Chidambaram","1"
"John Butler","1"
"Amin Dora","1"
"Joshua Tickell, Rebecca Harrell Tickell","1"
"Tim Bartley","1"
"Sacha Gervasi","1"
"Anna Boden, Ryan Fleck","1"
"Scott Aukerman","1"
"Tim Blake Nelson","1"
"Christopher Martin","1"
"Fabien Beziat, Hugues Nancy","1"
"Ivan Sen","1"
"Teo Konuralp","1"
"Simon Stone","1"
"Feroz","1"
"Juan Carlos Rulfo","1"
"Tom Gianas, Ross R. Shuman","1"
"Michael James Regan","1"
"Aaron Hann, Mario Miscione","1"
"Vivek Wagh","1"
"Álvaro Delgado-Aparicio L.","1"
"Bharat Jain","1"
"Venugopan","1"
"Femi Oyeniran, Kalvadour Peterson","1"
"Karim El Sobky","1"
"Linda Saffire, Adam Schlesinger","1"
"Joel Coen, Ethan Coen","1"
"Trish Sie","1"
"Lô Politi","1"
"Leanne Gater","1"
"Ashish R. Shukla","1"
"Pierre Deschamps","1"
"John Stephenson","1"
"Shadab Khan","1"
"Carlos Sedes","1"
"Christopher Murray","1"
"Randall Lobb, Robert McCallum","1"
"Travis Stevens","1"
"Diego Lerman","1"
"Richard Sears","1"
"Uraaz Bahl","1"
"Rob Smat","1"
"Ibrahim Bin Mohamed, Hasan Aljaberi","1"
"August Jakobsson","1"
"Ekene Som Mekwunye","1"
"Jon Gunn","1"
"Giulio Base","1"
"David Shisgall","1"
"Wi Ding Ho","1"
"Shyamal Chaulia, Asit Mohapatra","1"
"Rima Das","1"
"Ivan Andrew Payawal","1"
"Billy Bob Thornton","1"
"Isaac Florentine","1"
"Laxman Utekar","1"
"Lorene Machado","1"
"Siddique","1"
"Nelson McCormick","1"
"Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan","1"
"Nicholas Winter","1"
"Terrie Samundra","1"
"James Barr","1"
"Stephen Herek","1"
"Arne Birkenstock","1"
"Alison MacLean","1"
"Fernando Frías de la Parra","1"
"Jasmine D'Souza","1"
"Daniel Yee Heng Chan","1"
"Jacob Joice, Steve Ball","1"
"Alan Rickman","1"
"Quinn Lasher","1"
"Deepa Mehta","1"
"Gupse Özay","1"
"Julian Jarrold","1"
"Julius Onah","1"
"Brie Larson","1"
"Yılmaz Erdoğan, Ömer Faruk Sorak","1"
"Matt Angel, Suzanne Coote","1"
"Vicky Matthews, Gareth Sacala","1"
"Kyzza Terrazas","1"
"Elite Zexer","1"
"Kazuaki Kiriya","1"
"Navinder Pal Singh","1"
"Anthony Bell","1"
"Thiagarajan Kumararaja","1"
"Stig Bergqvist, Paul Demeyer","1"
"Serdar Akar","1"
"Brittany Andrews","1"
"Tom Green","1"
"Craig Goodwill","1"
"Asit Mohapatra, Shyamal Chaulia","1"
"Ariel Boles","1"
"Vijay Kumar","1"
"Rajesh Ganguly","1"
"Julián Hernández","1"
"David Wnendt","1"
"Dylan Bank, Daniel DiMauro, Morgan Pehme","1"
"Chris Koch","1"
"Steve Cheng","1"
"Doug Lefler","1"
"Vanessa Roth","1"
"Yoshiyuki Momose","1"
"Lisa Arnold","1"
"Ranjit Jeyakodi","1"
"Ashu Trikha","1"
"Karen Moncrieff","1"
"Sai Paranjape","1"
"Gaby Dellal","1"
"Jason Winer","1"
"Tristan Ferland Milewski","1"
"Eva Trobisch","1"
"Vibhu Virender Puri","1"
"Rusty Cundieff, Darin Scott","1"
"Matthew Shoychet","1"
"Navneet Behal","1"
"John Michael McDonagh","1"
"Agustí Villaronga","1"
"Paul Berczeller, Mark Radice","1"
"Vasan Bala","1"
"Chester Tam","1"
"Trent Haaga","1"
"Daniel Mann","1"
"Dana Nachman, Don Hardy Jr.","1"
"Thom Zimny","1"
"Chris Blake","1"
"Denis Villeneuve","1"
"Jon Reiner, Brad Rothschild","1"
"Dan Harris","1"
"Rodrigo Salomón, Pietro Scappini","1"
"Geoff Anderson","1"
"Leung Lok Man, Luk Kim-ching","1"
"Selima Taibi","1"
"Ahishor Solomon","1"
"Joe Robert Cole","1"
"Noel Dockstader, Quinn Kanaly","1"
"Tom Whitworth","1"
"David Sington","1"
"Shazia Javed","1"
"Young Jun Lee","1"
"Madeleine Parry, Jon Olb","1"
"Shashanka Ghosh, Samit Basu","1"
"Neeraj Udhwani","1"
"Mark Harris","1"
"Joe Miale","1"
"Ahsan Rahim","1"
"Ross Venokur","1"
"Alastair Fothergill, Jonnie Hughes, Keith Scholey","1"
"Jonás Trueba","1"
"Justin Pemberton","1"
"Johnny Kevorkian","1"
"Ali Taner Baltacı","1"
"Adam Leon","1"
"Amman Abbasi","1"
"Harry Bradbeer","1"
"Jennifer Morrison","1"
"He Xiaofeng","1"
"Fabrice Du Welz","1"
"Nathan Landeg","1"
"David Serrano","1"
"Lenny Abrahamson","1"
"Richard Phelan, Will Becher","1"
"Sachin Kamlakar Khot","1"
"Leslye Headland","1"
"Sunao Katabuchi","1"
"Caryn Waechter","1"
"Paul Greengrass","1"
"Kazuchika Kise, Masahiko Murata","1"
"Shaul Schwarz, Christina Clusiau","1"
"Benjamin Cohen, Nicolas Cotto","1"
"Peter Sattler","1"
"Fabrizio Copano, Augusto Matte","1"
"Nirpal Bhogal","1"
"Meenu Gaur, Farjad Nabi","1"
"Inma Torrente","1"
"George Gallo","1"
"Anand Kamalakar","1"
"Neil Triffett","1"
"Tianyu Zhao","1"
"Andrew Tan, Stephen Murray","1"
"Brodje Wemboendja","1"
"DJ Chen","1"
"Bhavin Wadia","1"
"Frédéric Tonolli","1"
"Kevin Munroe","1"
"Amol Palekar","1"
"Ivan Ayr","1"
"Mohammad Adel","1"
"Nick Mead","1"
"Josh Mendoza","1"
"Richard Bailey","1"
"Julien Abraham","1"
"Rob Meyer","1"
"Florian Gallenberger","1"
"Laurent Cantet","1"
"Yen Cheng-kuo","1"
"Mark Murphy","1"
"Woody Allen","1"
"Timo Vuorensola","1"
"Jakob Lass","1"
"Mijke de Jong","1"
"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang","1"
"Midhun Manuel Thomas","1"
"Hoyt Yeatman","1"
"Eeshwar Nivas","1"
"Yang Woo-seok","1"
"Pierre Coré","1"
"Sanjiv Jaiswal","1"
"Dhruv Dhawan","1"
"Michael Cumming","1"
"Sergio Leone","1"
"Dimitri Logothetis","1"
"Jody Lambert","1"
"Eric Zaragosa","1"
"Grant Sputore","1"
"Jocelyn Moorhouse","1"
"Nakul Singh Sawhney","1"
"Jon Greenhalgh","1"
"Alfonso Rodríguez","1"
"Isabelle Nanty","1"
"Ricky Gervais, Matthew Robinson","1"
"Biswajeet Bora","1"
"Surya S.J., Sunil Kumar Agrawal","1"
"Cheta Chukwu","1"
"Jean-Marc Vallée","1"
"Antonio Chavarrías","1"
"Matthew Cooke","1"
"Alex Merkin","1"
"Vir Das","1"
"Aaron Hancox, Michael McNamara","1"
"Law Wing-cheong","1"
"Zachary Heinzerling","1"
"Dado C. Lumibao","1"
"Maxwell McGuire","1"
"Anu Menon","1"
"Doug Hamilton","1"
"Amy Poehler","1"
"Andrew Wessels","1"
"Josh Wakely","1"
"Romain Gavras","1"
"Chuck Russell","1"
"Jude Okwudiafor Johnson","1"
"Jeff Chan","1"
"Alexandros Avranas","1"
"Ethan Hawke","1"
"Sebastian DiNatale","1"
"Rodrigo Toro, Francisco Schultz","1"
"Tolga Örnek","1"
"Hugh WIlson","1"
"Tom Stern","1"
"Priyadarshan, Kookie V. Gulati","1"
"Hong-seon Kim","1"
"Julio Soto Gurpide","1"
"Oliver Daly","1"
"Justin Lee","1"
"Nancy Meyers","1"
"David McCracken","1"
"Chris McCoy","1"
"Riccardo Milani","1"
"Vicky Wight","1"
"Fernando Meirelles, Katia Lund","1"
"Sarthak Dasgupta","1"
"Morgan Matthews","1"
"Luis Ara, Ignacio Jaunsolo","1"
"Milla Harrison-Hansley, Alicky Sussman","1"
"David Oelhoffen","1"
"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","1"
"Stefon Bristol","1"
"Pepe Bojórquez","1"
"Funke Akindele","1"
"Aitor Arregi, Jon Garaño, Jose Mari Goenaga","1"
"David de Vos","1"
"Jenna Laurenzo","1"
"Justin Benson, Aaron Moorhead","1"
"Yance Ford","1"
"Jean-Patrick Benes","1"
"Raj R","1"
"Linas Phillips","1"
"Francisco D'Eufemia","1"
"Eddie Mensore","1"
"John Woo","1"
"Simon Verhoeven","1"
"Anvita Dutt","1"
"Gordon Parks","1"
"Vikram Bhatt","1"
"Lu Yang","1"
"Neeraj Vora","1"
"Vince Gilligan","1"
"William Monahan","1"
"Louie Psihoyos","1"
"David Wain","1"
"Buta Singh","1"
"Todd S. Yellin","1"
"Hayao Miyazaki","1"
"Jim Fall","1"
"Pablo Giorgelli","1"
"Eric Laneuville","1"
"David Fairhead, Anthony Palmer","1"
"Jenny Popplewell","1"
"James Franco","1"
"Corbin Bernsen","1"
"Kief Davidson, Richard Ladkani","1"
"Yuen Woo-ping","1"
"Kathryn Bigelow","1"
"Mu Chu","1"
"Munish Bhardwaj","1"
"Álvaro Brechner","1"
"Luis Lopez","1"
"Caroline Suh","1"
"Hashim Nadeem Khan","1"
"Charlie Vaughn","1"
"Rebecca Addelman","1"
"Andrew Dean","1"
"Thomas Toby Parkinson","1"
"Doesjka van Hoogdalem","1"
"Kheiron","1"
"Bruce W. Smith","1"
"Gulzar","1"
"Lauren Miller Rogen","1"
"Jackie van Beek, Madeleine Sami","1"
"David Moreton","1"
"Jim Mickle","1"
"Partha Chakraborty","1"
"Cecilia Atán, Valeria Pivato","1"
"Felipe Cano","1"
"Chad Archibald","1"
"Sebastian Gutierrez","1"
"Chris Foggin","1"
"Scott Martin","1"
"Matt Eskandari","1"
"Victor Levin","1"
"Fernando Lebrija","1"
"Lucas Figueroa","1"
"Terry George","1"
"Lydia Tenaglia","1"
"Chris Bolan","1"
"Lucky Kuswandi","1"
"Malcolm D. Lee","1"
"Ahn Byoung-wook","1"
"Jacques Perrin, Jacques Cluzaud","1"
"Akira Saitoh","1"
"Jason Bourque","1"
"Steve Barker","1"
"Sebastian Jones, Ramez Silyan","1"
"Ranjit Tiwari","1"
"Luke Sparke","1"
"Cary Joji Fukunaga","1"
"Marco Bonfanti","1"
"John Dower","1"
"Shubham Singh","1"
"Alexis Morante","1"
"Han Yan","1"
"Teddy Lussi-Modeste","1"
"Onur Tukel","1"
"Paul Spurrier","1"
"Keerthi","1"
"Neil Armfield","1"
"Andy Devonshire","1"
"Antongiulio Panizzi","1"
"Lester Hsi","1"
"Oyefunke Fayoyin","1"
"Robert Krantz","1"
"Andrew Tan, Michael Goguen","1"
"Devashish Makhija","1"
"Bruce McCulloch","1"
"Pawan K Shrivastava","1"
"Brian Knappenberger","1"
"Sylvie Verheyde","1"
"Bo Welch","1"
"Shaz Bennett","1"
"Faraz Haider","1"
"Adam Smith","1"
"Ole Bornedal","1"
"Mauro Scandolari","1"
"Thomas Vinterberg","1"
"Prentice Penny","1"
"Adam Wingard","1"
"Bobby Farrelly, Peter Farrelly","1"
"Rohit Mittal","1"
"Greg Barker","1"
"Rodrigo Reyes","1"
"Vijay","1"
"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama","1"
"Kiran Narayanan","1"
"Demetri Martin","1"
"Carlos Therón","1"
"Anindya Chatterjee","1"
"René Pérez Joglar","1"
"Matt Toronto","1"
"Jonathan Glazer","1"
"Alexander Nevsky","1"
"Claude Barras","1"
"Alberto Rodríguez","1"
"Chandrakant Kanse","1"
"Julien Rambaldi","1"
"Andrew C. Erin","1"
"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn","1"
"Lukasz Kosmicki","1"
"Theo Davies","1"
"Shaina Allen","1"
"Manmohan Desai","1"
"Vicente Villanueva","1"
"Raphael Erichsen","1"
"Joseph Mbah","1"
"Frasco Mortiz","1"
"Robert Nixon, Fisher Stevens","1"
"Mike Disa","1"
"Floria Sigismondi","1"
"Anthony Abrams, Adam Larson Broder","1"
"Jon Avnet","1"
"Andrew Nackman","1"
"Robert Kenner, Taki Oldham","1"
"Jayan Moodley","1"
"Caradog W. James","1"
"Yusuf Pirhasan","1"
"Sanjay Dayma","1"
"Michael Barnett","1"
"Swapna Waghmare Joshi","1"
"Chan-sang Lim","1"
"Keanu Reeves","1"
"Toshiyuki Tsuru","1"
"Habib Faisal","1"
"Banjong Pisanthanakun, Parkpoom Wongpoom","1"
"Vonda Harrell, Daniel Camenisch","1"
"Rod Blackhurst","1"
"Ismail Farouk, Hazem Fouda","1"
"July Hygreck","1"
"Trey Haley","1"
"Mikael Håfström","1"
"Joe Menendez","1"
"Archie Borders","1"
"Matt D'Avella","1"
"Abhijit Kokate, Srivinay Salian","1"
"Katleho Ramaphakela, Rethabile Ramaphakela","1"
"Serge Ou","1"
"Gordon Chan","1"
"Rajeev Patil","1"
"Hayden Guppy","1"
"Bill Oliver","1"
"Javier Colinas","1"
"Mark Zwonitzer","1"
"Alfons Adetuyi","1"
"Craig Monahan","1"
"Glen Winter","1"
"Andrés Feddersen","1"
"Stéphane de Freitas","1"
"Glen Keane","1"
"Stefano Mordini","1"
"Lijo Jose Pellissery","1"
"Ketche","1"
"Brendan Malloy, Emmett Malloy","1"
"Elvira Lind","1"
"Alfonso Cortés-Cavanillas","1"
"Richard Loncraine","1"
"Lori Kaye","1"
"Lindsey Cordero, Armando Croda","1"
"Jatla Siddartha","1"
"Bolanle Austen-Peters","1"
"Daniel Sánchez Arévalo","1"
"RZA","1"
"Anuranjan Premji","1"
"Hamad AlSarraf","1"
"Sabu Varghese","1"
"Umut Kirca","1"
"Stephanie Turner","1"
"Shree Narayan Singh","1"
"Anusha Rizvi, Mahmood Farooqui","1"
"Hiroyuki Seshita","1"
"Sabaah Folayan, Damon Davis","1"
"Conor Allyn","1"
"Ron Underwood","1"
"Sally Potter","1"
"Bradley Parker","1"
"Volker Weicker","1"
"Matt Shakman","1"
"Sherif Ismail","1"
"Charles Uwagbai","1"
"Callie Khouri, Jesse V. Johnson","1"
"Gabriel Clarke, Torquil Jones","1"
"Tom Forrest","1"
"Junior Carelli, Rudge Campos","1"
"Obaid Alhmoudi","1"
"Houda Benyamina","1"
"Rocky Soraya, Anggy Umbara","1"
"Michael Civille","1"
"Xavier Manrique","1"
"José Eduardo Belmonte","1"
"Pavitra Chalam, Akshay Shankar","1"
"Eduardo Mendoza de Echave","1"
"Vijay Jayapal","1"
"Sergei Bodrov","1"
"Johan Brisinger","1"
"Micah Bickham, Galley Molina","1"
"Leïla Sy, Kery James","1"
"Bille August","1"
"Andrew Dominik","1"
"Dorian Fernández-Moris","1"
"Levan Tsikurishvili","1"
"Robert Kenner","1"
"Devaki Singh, Luke Kenny","1"
"Shelly Chopra Dhar","1"
"Lee Toland Krieger","1"
"Tig Notaro","1"
"Drea Cooper, Zackary Canepari","1"
"Simon Rumley","1"
"Jan Holoubek","1"
"Jonathan Baker","1"
"Niall Johnson","1"
"Billy Ray","1"
"Prakash Kunte","1"
"Joel Schumacher","1"
"Enrico Bisi","1"
"Jay Chou","1"
"Drew Stone","1"
"Jason Zada","1"
"Philippe Falardeau","1"
"Clint Butler","1"
"Michael Whitton","1"
"Debra Granik","1"
"Georges Hachem","1"
"Macon Blair","1"
"Muharrem Gülmez, Sırrı Süreyya Önder","1"
"Allen Coulter","1"
"Muhammad Ali","1"
"Alexx Media","1"
"Antonin Baudry","1"
"Max McGill","1"
"Dylan Mohan Gray","1"
"Ben Steele","1"
"Amshan Kumar","1"
"Brian Smrz","1"
"Zeke Norton","1"
"Soumitra Ranade","1"
"Francis Whately","1"
"Paul Miller","1"
"Enrique García Meza","1"
"Rob Silvestri","1"
"Gary Fleder","1"
"Prashant Nair","1"
"Mads Matthiesen","1"
"Michael Seater","1"
"Rachel Talalay","1"
"Alex Richanbach","1"
"D Ho","1"
"Ellen Brown","1"
"David Stubbs","1"
"Karan Lalit Butani","1"
"Phanindra Narsetti","1"
"Soukarya Ghosal","1"
"Brad Silberling","1"
"Louise Alston","1"
"Ashish R. Mohan","1"
"Saravana Rajan","1"
"Shravan Kumar","1"
"Richard Shepard","1"
"Henry Selick","1"
"Lasja Fauzia Susatyo","1"
"Malik Nejer","1"
"Heber Cannon, Mariah Moore, Marston Sawyers","1"
"David Schalko","1"
"Rodrigo Guardiola, Gabriel Cruz Rivas","1"
"Gabe Klinger","1"
"Jay Grace","1"
"Elliott Lester","1"
"Gavin Fitzgerald","1"
"Joshua Marston","1"
"Michael Margolis","1"
"Linda Otto","1"
"Dilip Mehta","1"
"Frank Capra, Joris Ivens","1"
"Nicholas Zeig-Owens","1"
"Arnon Manor, Timothy Ware-Hill","1"
"Michael Mason","1"
"Genevieve Nnaji","1"
"Saket Chaudhary","1"
"Luke Jurevicius","1"
"Asri Bendacha","1"
"Don Mancini","1"
"Rick Morales","1"
"Phil Roman","1"
"Pavel Parkhomenko","1"
"Buz Wallick","1"
"Henry Joost, Ariel Schulman","1"
"Jitender Pawar","1"
"Gary Michael Schultz","1"
"Joe Mantello","1"
"Dan Bush","1"
"Maria Demeshkina Peek","1"
"Ben Bowie, Geoff Luck","1"
"Ian MacNaughton","1"
"Manish Gupta","1"
"Gabriela Cowperthwaite","1"
"Fernando Coimbra","1"
"Nils Tavernier","1"
"Gauri Shinde","1"
"Noah Moskin","1"
"Shalini Kantayya","1"
"Jean-Claude La Marre","1"
"Jeremy Coon, Tim Skousen","1"
"Katherine Brooks","1"
"Mike Wiluan","1"
"Audu Paden, Eric Radomski","1"
"Brian Baugh","1"
"Julio Medem","1"
"Jacek Koprowicz","1"
"Vijay Roche","1"
"Hugues Nancy, Fabien Beziat","1"
"Lee Eung-bok","1"
"Marc Francis, Max Pugh","1"
"Francesco Lettieri","1"
"Michael John Warren","1"
"Sébastien Betbeder","1"
"Frank Capra, Anatole Litvak","1"
"Matías Bize","1"
"Gabriel Grieco","1"
"Majid Al Ansari","1"
"Sartaj Singh Pannu","1"
"Shadi Ali","1"
"Preston A. Whitmore II","1"
"Martín Sastre","1"
"Nizar Shafi","1"
"Charneice Fox","1"
"Carlos Pérez Osorio","1"
"Keith L. Smith","1"
"Ron Krauss","1"
"Nanette Burstein","1"
"Mir-Jean Bou Chaaya","1"
"Martin Rosete","1"
"Clovis Cornillac","1"
"David Cronenberg","1"
"Marianna Palka","1"
"Michel Gondry","1"
"Suman Mukhopadhyay","1"
"Unjoo Moon","1"
"Ramón Salazar","1"
"K. Gopinathan","1"
"Stephen S. Campanelli","1"
"Mike Nicoll","1"
"Carlos Algara, Alejandro Martinez-Beltran","1"
"Myriam Aziza","1"
"Maximilian Erlenwein","1"
"Sam Hargrave","1"
"Clementine Malpas, Leslie Knott","1"
"Stuart Orme","1"
"Mark A.Z. Dippé, Kyung Ho Lee","1"
"Charles A. Nichols, Iwao Takamoto","1"
"Tharun Bhascker","1"
"Saul Dibb","1"
"Jennifer M. Kroot","1"
"Robert Schwentke","1"
"Dan Kwan, Daniel Scheinert","1"
"Fluvio Iannuci, Roly Santos","1"
"Liu Jiang","1"
"Raj Nidimoru, Krishna D.K.","1"
"Zsolt Pálfi","1"
"Stuart Baird","1"
"John Milius","1"
"Lilibet Foster","1"
"Philip Yung","1"
"Oliver Blackburn","1"
"Randal Kleiser","1"
"Patrik Syversen","1"
"David Mrnka","1"
"Jeff Deverett","1"
"Brian Helgeland","1"
"Paresh Mokashi","1"
"Antonio Morabito","1"
"Christopher Ray","1"
"Vincenzo Natali","1"
"Tom McCarthy","1"
"Janet Tobias, Claus Wehlisch","1"
"Chris Nahon","1"
"Raj Kanwar","1"
"Andrew Jenks","1"
"Frederick Cipoletti","1"
"Nicanor Loreti","1"
"Nick Cassavetes","1"
"Allan Ungar","1"
"Andrew Fleming","1"
"John Hughes","1"
"Todd Standing","1"
"Blayne Weaver","1"
"Richard Michaels","1"
"Pepe Mora","1"
"Néstor Sánchez Sotelo","1"
"Johnny Martin","1"
"Julius Avery","1"
"Jon Schnitzer","1"
"Kelly Fremon Craig","1"
"Mangesh Kanthale","1"
"Miguel Cohan, Miguel Cohan","1"
"Gabriela Tagliavini","1"
"Damani Baker","1"
"David Chuang, Chen Kuan-chung","1"
"Paul Schrader","1"
"Luke Snellin","1"
"Michał Tylka","1"
"Olivier Jean-Marie","1"
"Andreas Prochaska","1"
"Lesli Linka Glatter","1"
"Jon Spira","1"
"Raj B. Shetty","1"
"J.F. Musial, Josh Vietze","1"
"Wyatt Cenac","1"
"Zoe Lister-Jones","1"
"James Tovell","1"
"Nattawut Poonpiriya","1"
"Zeek Earl, Christopher Caldwell","1"
"Kazuya Murata","1"
"Joe Boyd","1"
"Aamir Bashir","1"
"Burhan Qurbani","1"
"John Stewart Muller","1"
"Rana Ranbir","1"
"Clay Staub","1"
"Ben Young","1"
"Farishad I. Latjuba","1"
"Hayato Date","1"
"Robert Markowitz","1"
"Philipp Eichholtz","1"
"Rodolphe Guenoden","1"
"Matt Tyrnauer","1"
"Lee Seung-won","1"
"Gurvinder Singh","1"
"Terri Randall","1"
"Bert Marcus","1"
"Naresh Saigal","1"
"Amit Rai","1"
"Saji Surendran","1"
"Andreas Johnsen","1"
"Rayka Zehtabchi","1"
"Franck Nataf","1"
"Sharan Sharma","1"
"Tamta Gabrichidze","1"
"Marc Vigil","1"
"Max Joseph","1"
"Alejandro Ruax, Ramiro Martínez","1"
"Ajay Bhuyan, Kunal Kohli","1"
"Marcelo González","1"
"Ash Brannon, Chris Buck","1"
"Nikhil Nagesh Bhat","1"
"Craig Freimond","1"
"Christopher S. Rech, Brandon Kimber","1"
"Alex Israel","1"
"José Miguel Contreras","1"
"Rajan Madhav","1"
"Heidi Brandenburg, Mathew Orzel","1"
"Domenico de Feudis","1"
"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn","1"
"Susan Walter","1"
"Brian M. Conley, Nathan Ives","1"
"Alik Sakharov","1"
"Greg Kohs","1"
"Jan Suter","1"
