"year","genre","title_count"
"2021","Action & Adventure, Comedies, International Movies","3"
"2021","Dramas, Thrillers","3"
"2021","Dramas, Independent Movies","3"
"2021","Dramas","2"
"2021","Classic Movies, Dramas","2"
"2021","Stand-Up Comedy","2"
"2021","Docuseries","2"
"2021","Comedies, Dramas","2"
"2021","Comedies, Cult Movies","2"
"2021","Comedies, Dramas, Independent Movies","2"
"2021","Reality TV","2"
"2021","Kids' TV","2"
"2021","Horror Movies, Thrillers","2"
"2021","Comedies, Romantic Movies","2"
"2021","British TV Shows, Crime TV Shows, Docuseries","1"
"2021","Docuseries, TV Comedies","1"
"2021","Children & Family Movies, Comedies, Sci-Fi & Fantasy","1"
"2021","Classic Movies, Dramas, Independent Movies","1"
"2021","Documentaries, International Movies","1"
"2021","International TV Shows, Spanish-Language TV Shows, TV Dramas","1"
"2021","Docuseries, International TV Shows","1"
"2021","Action & Adventure, Dramas, Independent Movies","1"
"2021","International Movies, Thrillers","1"
"2021","Comedies, International Movies","1"
"2021","Children & Family Movies, Comedies, Sports Movies","1"
"2021","Comedies, Cult Movies, Dramas","1"
"2021","Docuseries, Reality TV","1"
"2021","Action & Adventure, Thrillers","1"
"2021","Action & Adventure, Classic Movies, Dramas","1"
"2021","Dramas, Sci-Fi & Fantasy","1"
"2021","Comedies, Romantic Movies, Sports Movies","1"
"2021","Kids' TV, TV Thrillers","1"
"2021","Documentaries, International Movies, Music & Musicals","1"
"2021","Children & Family Movies, Comedies, Dramas","1"
"2021","Action & Adventure, Dramas, International Movies","1"
"2021","Documentaries, International Movies, Sports Movies","1"
"2021","TV Action & Adventure, TV Dramas","1"
"2021","Thrillers","1"
"2021","Crime TV Shows, International TV Shows, TV Action & Adventure","1"
"2021","Horror Movies","1"
"2021","Dramas, International Movies, LGBTQ Movies","1"
"2021","Kids' TV, TV Comedies, TV Sci-Fi & Fantasy","1"
"2021","Comedies, International Movies, Romantic Movies","1"
"2021","International TV Shows, Reality TV, Spanish-Language TV Shows","1"
"2021","Action & Adventure, Comedies, Romantic Movies","1"
"2021","Crime TV Shows, Docuseries","1"
"2021","TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy","1"
"2021","Stand-Up Comedy & Talk Shows, TV Comedies","1"
"2021","Anime Series, International TV Shows, Teen TV Shows","1"
"2021","Dramas, Independent Movies, International Movies","1"
"2021","Spanish-Language TV Shows, TV Dramas","1"
"2021","British TV Shows, Romantic TV Shows, TV Dramas","1"
"2021","Crime TV Shows, TV Action & Adventure, TV Comedies","1"
"2021","Action & Adventure, Classic Movies","1"
"2021","Dramas, International Movies, Music & Musicals","1"
"2021","Anime Series, International TV Shows, Spanish-Language TV Shows","1"
"2021","TV Dramas, TV Sci-Fi & Fantasy","1"
"2021","Children & Family Movies, Dramas, Sports Movies","1"
"2021","Comedies, International Movies, Music & Musicals","1"
"2021","Docuseries, Science & Nature TV","1"
